Station ID,Date,Latitude,Longitude,Elevation,Suffolk_NY.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99728299999,2020-03-14,41.05,-71.97,10.0,Suffolk_NY.csv,45.4,13,0.0,0.0,I
99728299999,2020-03-15,41.05,-71.97,10.0,Suffolk_NY.csv,43.0,24,0.0,0.0,I
99728299999,2020-03-16,41.05,-71.97,10.0,Suffolk_NY.csv,36.7,24,0.0,0.0,I
99728299999,2020-03-17,41.05,-71.97,10.0,Suffolk_NY.csv,40.6,24,0.0,0.0,I
99728299999,2020-03-18,41.05,-71.97,10.0,Suffolk_NY.csv,43.6,24,0.0,0.0,I
99728299999,2020-03-19,41.05,-71.97,10.0,Suffolk_NY.csv,44.4,24,0.0,0.0,I
99728299999,2020-03-20,41.05,-71.97,10.0,Suffolk_NY.csv,46.7,24,0.0,0.0,I
99728299999,2020-03-21,41.05,-71.97,10.0,Suffolk_NY.csv,47.9,24,0.0,0.0,I
99728299999,2020-03-22,41.05,-71.97,10.0,Suffolk_NY.csv,36.1,24,0.0,0.0,I
99728299999,2020-03-23,41.05,-71.97,10.0,Suffolk_NY.csv,37.0,24,0.0,0.0,I
99728299999,2020-03-24,41.05,-71.97,10.0,Suffolk_NY.csv,42.1,24,0.0,0.0,I
99728299999,2020-03-25,41.05,-71.97,10.0,Suffolk_NY.csv,42.4,24,0.0,0.0,I
99728299999,2020-03-26,41.05,-71.97,10.0,Suffolk_NY.csv,40.9,24,0.0,0.0,I
99728299999,2020-03-27,41.05,-71.97,10.0,Suffolk_NY.csv,47.8,24,0.0,0.0,I
99728299999,2020-03-28,41.05,-71.97,10.0,Suffolk_NY.csv,47.5,24,0.0,0.0,I
99728299999,2020-03-29,41.05,-71.97,10.0,Suffolk_NY.csv,45.1,24,0.0,0.0,I
99728299999,2020-03-30,41.05,-71.97,10.0,Suffolk_NY.csv,43.4,24,0.0,0.0,I
99728299999,2020-03-31,41.05,-71.97,10.0,Suffolk_NY.csv,40.6,24,0.0,0.0,I
99728299999,2020-04-01,41.05,-71.97,10.0,Suffolk_NY.csv,39.7,24,0.0,0.0,I
99728299999,2020-04-02,41.05,-71.97,10.0,Suffolk_NY.csv,44.0,21,0.0,0.0,I
99728299999,2020-04-03,41.05,-71.97,10.0,Suffolk_NY.csv,44.7,24,0.0,0.0,I
99728299999,2020-04-04,41.05,-71.97,10.0,Suffolk_NY.csv,44.9,24,0.0,0.0,I
99728299999,2020-04-05,41.05,-71.97,10.0,Suffolk_NY.csv,43.3,24,0.0,0.0,I
99728299999,2020-04-06,41.05,-71.97,10.0,Suffolk_NY.csv,46.4,22,0.0,0.0,I
99728299999,2020-04-07,41.05,-71.97,10.0,Suffolk_NY.csv,50.1,24,0.0,0.0,I
99728299999,2020-04-08,41.05,-71.97,10.0,Suffolk_NY.csv,48.3,24,0.0,0.0,I
99728299999,2020-04-09,41.05,-71.97,10.0,Suffolk_NY.csv,47.0,24,0.0,0.0,I
99728299999,2020-04-10,41.05,-71.97,10.0,Suffolk_NY.csv,44.9,24,0.0,0.0,I
99728299999,2020-04-11,41.05,-71.97,10.0,Suffolk_NY.csv,44.6,24,0.0,0.0,I
99728299999,2020-04-12,41.05,-71.97,10.0,Suffolk_NY.csv,44.6,24,0.0,0.0,I
99728299999,2020-04-13,41.05,-71.97,10.0,Suffolk_NY.csv,52.4,24,0.0,0.0,I
99728299999,2020-04-14,41.05,-71.97,10.0,Suffolk_NY.csv,50.1,24,0.0,0.0,I
99728299999,2020-04-15,41.05,-71.97,10.0,Suffolk_NY.csv,45.7,24,0.0,0.0,I
99728299999,2020-04-16,41.05,-71.97,10.0,Suffolk_NY.csv,44.8,24,0.0,0.0,I
99728299999,2020-04-17,41.05,-71.97,10.0,Suffolk_NY.csv,41.8,24,0.0,0.0,I
99728299999,2020-04-18,41.05,-71.97,10.0,Suffolk_NY.csv,41.3,24,0.0,0.0,I
